departure_city,departure_airport,departure_country,departure_date,departure_time,departure_landing_time,arrival_city,arrival_airport,arrival_country,return_date,return_time,return_landing_time,airline,airline_logo,flight_price,flight_seat_type,flight_id
"Copenhagen,Copenhagen Airport,Denmark,06/10/2022,02:10,06:40,New York,John F Kennedy International Airport,USA,13/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,141"
Copenhagen,Copenhagen Airport,Denmark,23/10/2022,10:00,14:30,Norrkoeping,Norrköping Airport,Sweden,30/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,142
Copenhagen,Copenhagen Airport,Denmark,04/10/2022,15:35,20:05,Norrkoeping,Norrköping Airport,Sweden,11/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,143
"Copenhagen,Copenhagen Airport,Denmark,20/10/2022,02:10,06:40,Norrkoeping,Norrköping Airport,Sweden,27/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,144"
Copenhagen,Copenhagen Airport,Denmark,06/10/2022,10:00,14:30,Odense,Hans Christian Andersen Airport,Denmark,13/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,145
Copenhagen,Copenhagen Airport,Denmark,15/10/2022,15:35,20:05,Odense,Hans Christian Andersen Airport,Denmark,22/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,146
"Copenhagen,Copenhagen Airport,Denmark,14/10/2022,02:10,06:40,Odense,Hans Christian Andersen Airport,Denmark,21/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,147"
Copenhagen,Copenhagen Airport,Denmark,23/10/2022,10:00,14:30,Oklahoma City,Will Rogers World Airport,USA,30/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,148
Copenhagen,Copenhagen Airport,Denmark,26/10/2022,15:35,20:05,Oklahoma City,Will Rogers World Airport,USA,02/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,149
"Copenhagen,Copenhagen Airport,Denmark,03/10/2022,02:10,06:40,Oklahoma City,Will Rogers World Airport,USA,10/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,150"
Copenhagen,Copenhagen Airport,Denmark,04/10/2022,10:00,14:30,Osaka,Kansai International Airport,Japan,11/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,151
Copenhagen,Copenhagen Airport,Denmark,17/10/2022,15:35,20:05,Osaka,Kansai International Airport,Japan,24/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,152
"Copenhagen,Copenhagen Airport,Denmark,17/10/2022,02:10,06:40,Osaka,Kansai International Airport,Japan,24/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,153"
Copenhagen,Copenhagen Airport,Denmark,11/10/2022,10:00,14:30,Oslo ,Gardermoen,Norway,18/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,154
Copenhagen,Copenhagen Airport,Denmark,03/10/2022,15:35,20:05,Oslo ,Gardermoen,Norway,10/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,155
"Copenhagen,Copenhagen Airport,Denmark,04/10/2022,02:10,06:40,Oslo ,Gardermoen,Norway,11/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,156"
Copenhagen,Copenhagen Airport,Denmark,19/10/2022,10:00,14:30,Palma de Mallorca,Palma de Mallorca Airport,Spain,26/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,157
Copenhagen,Copenhagen Airport,Denmark,22/10/2022,15:35,20:05,Palma de Mallorca,Palma de Mallorca Airport,Spain,29/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,158
"Copenhagen,Copenhagen Airport,Denmark,01/11/2022,02:10,06:40,Palma de Mallorca,Palma de Mallorca Airport,Spain,08/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,159"
Copenhagen,Copenhagen Airport,Denmark,25/10/2022,10:00,14:30,Panama City ,Tocumen International Airport,Panama,01/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,160
Copenhagen,Copenhagen Airport,Denmark,14/10/2022,15:35,20:05,Panama City ,Tocumen International Airport,Panama,21/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,161
"Copenhagen,Copenhagen Airport,Denmark,29/10/2022,02:10,06:40,Panama City ,Tocumen International Airport,Panama,05/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,162"
Copenhagen,Copenhagen Airport,Denmark,13/10/2022,10:00,14:30,Paris,Charles de Gaulle Airport,France,20/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,163
Copenhagen,Copenhagen Airport,Denmark,04/10/2022,15:35,20:05,Paris,Charles de Gaulle Airport,France,11/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,164
"Copenhagen,Copenhagen Airport,Denmark,01/11/2022,02:10,06:40,Paris,Charles de Gaulle Airport,France,08/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,165"
Copenhagen,Copenhagen Airport,Denmark,04/10/2022,10:00,14:30,Phuket,Phuket International Airport,Thailand,11/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,166
Copenhagen,Copenhagen Airport,Denmark,30/10/2022,15:35,20:05,Phuket,Phuket International Airport,Thailand,06/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,167
"Copenhagen,Copenhagen Airport,Denmark,09/10/2022,02:10,06:40,Phuket,Phuket International Airport,Thailand,16/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,168"
Copenhagen,Copenhagen Airport,Denmark,11/10/2022,10:00,14:30,Prague ,Václav Havel Airport Prague,Czech Republic,18/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,169
Copenhagen,Copenhagen Airport,Denmark,18/10/2022,15:35,20:05,Prague ,Václav Havel Airport Prague,Czech Republic,25/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,170
"Copenhagen,Copenhagen Airport,Denmark,23/10/2022,02:10,06:40,Prague ,Václav Havel Airport Prague,Czech Republic,30/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,171"
Copenhagen,Copenhagen Airport,Denmark,26/10/2022,10:00,14:30,Pyongyang ,Sunan International Airport,North Korea,02/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,172
Copenhagen,Copenhagen Airport,Denmark,25/10/2022,15:35,20:05,Pyongyang ,Sunan International Airport,North Korea,01/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,173
"Copenhagen,Copenhagen Airport,Denmark,01/11/2022,02:10,06:40,Pyongyang ,Sunan International Airport,North Korea,08/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,174"
"Copenhagen,Copenhagen Airport,Denmark,05/10/2022,10:00,14:30,Quanzhou,Quanzhou Jinjiang Airport,""Fujian, China"",12/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,175"
"Copenhagen,Copenhagen Airport,Denmark,10/10/2022,15:35,20:05,Quanzhou,Quanzhou Jinjiang Airport,""Fujian, China"",17/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,176"
"Copenhagen,Copenhagen Airport,Denmark,11/10/2022,02:10,06:40,Quanzhou,Quanzhou Jinjiang Airport,""Fujian, China"",18/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,177"
Copenhagen,Copenhagen Airport,Denmark,01/11/2022,10:00,14:30,Queenstown,Queenstown Airport,New Zealand,08/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,178
Copenhagen,Copenhagen Airport,Denmark,31/10/2022,15:35,20:05,Queenstown,Queenstown Airport,New Zealand,07/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,179
"Copenhagen,Copenhagen Airport,Denmark,04/10/2022,02:10,06:40,Queenstown,Queenstown Airport,New Zealand,11/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,180"
Copenhagen,Copenhagen Airport,Denmark,28/10/2022,10:00,14:30,Reykjavik,Keflavík International Airport,Iceland,04/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,181
Copenhagen,Copenhagen Airport,Denmark,12/10/2022,15:35,20:05,Reykjavik,Keflavík International Airport,Iceland,19/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,182
"Copenhagen,Copenhagen Airport,Denmark,27/10/2022,02:10,06:40,Reykjavik,Keflavík International Airport,Iceland,03/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,183"
Copenhagen,Copenhagen Airport,Denmark,21/10/2022,10:00,14:30,Rio de Janeiro,Santos Dumont Airport,Brazil,28/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,184
Copenhagen,Copenhagen Airport,Denmark,31/10/2022,15:35,20:05,Rio de Janeiro,Santos Dumont Airport,Brazil,07/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,185
"Copenhagen,Copenhagen Airport,Denmark,29/10/2022,02:10,06:40,Rio de Janeiro,Santos Dumont Airport,Brazil,05/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,186"
Copenhagen,Copenhagen Airport,Denmark,02/10/2022,10:00,14:30,Rome,Ciampino Airport,Italy,09/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,187
Copenhagen,Copenhagen Airport,Denmark,24/10/2022,15:35,20:05,Rome,Ciampino Airport,Italy,31/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,188
"Copenhagen,Copenhagen Airport,Denmark,24/10/2022,02:10,06:40,Rome,Ciampino Airport,Italy,31/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,189"
Copenhagen,Copenhagen Airport,Denmark,05/10/2022,10:00,14:30,Salvador,Salvador International Airport,Brazil,12/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,190
Copenhagen,Copenhagen Airport,Denmark,01/10/2022,15:35,20:05,Salvador,Salvador International Airport,Brazil,08/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,191
"Copenhagen,Copenhagen Airport,Denmark,31/10/2022,02:10,06:40,Salvador,Salvador International Airport,Brazil,07/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,192"
Copenhagen,Copenhagen Airport,Denmark,19/10/2022,10:00,14:30,San Francisco,San Francisco International Airport,USA,26/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,193
Copenhagen,Copenhagen Airport,Denmark,19/10/2022,15:35,20:05,San Francisco,San Francisco International Airport,USA,26/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,194
"Copenhagen,Copenhagen Airport,Denmark,25/10/2022,02:10,06:40,San Francisco,San Francisco International Airport,USA,01/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,195"
Copenhagen,Copenhagen Airport,Denmark,15/10/2022,10:00,14:30,Shanghai,Hongqiao International Airport,China,22/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,196
Copenhagen,Copenhagen Airport,Denmark,30/10/2022,15:35,20:05,Shanghai,Hongqiao International Airport,China,06/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,197
"Copenhagen,Copenhagen Airport,Denmark,05/10/2022,02:10,06:40,Shanghai,Hongqiao International Airport,China,12/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,198"
Copenhagen,Copenhagen Airport,Denmark,22/10/2022,10:00,14:30,Singapore,Changi Airport Singapore,Singapore,29/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,199
Copenhagen,Copenhagen Airport,Denmark,28/10/2022,15:35,20:05,Singapore,Changi Airport Singapore,Singapore,04/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,200
"Copenhagen,Copenhagen Airport,Denmark,19/10/2022,02:10,06:40,Singapore,Changi Airport Singapore,Singapore,26/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,201"
Copenhagen,Copenhagen Airport,Denmark,15/10/2022,10:00,14:30,Tokyo,Narita International Airport,Japan,22/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,202
Copenhagen,Copenhagen Airport,Denmark,23/10/2022,15:35,20:05,Tokyo,Narita International Airport,Japan,30/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,203
"Copenhagen,Copenhagen Airport,Denmark,03/10/2022,02:10,06:40,Tokyo,Narita International Airport,Japan,10/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,204"
Copenhagen,Copenhagen Airport,Denmark,19/10/2022,10:00,14:30,Toronto,Toronto Pearson International Airport,Canada,26/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,205
Copenhagen,Copenhagen Airport,Denmark,19/10/2022,15:35,20:05,Toronto,Toronto Pearson International Airport,Canada,26/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,206
"Copenhagen,Copenhagen Airport,Denmark,01/11/2022,02:10,06:40,Toronto,Toronto Pearson International Airport,Canada,08/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,207"
Copenhagen,Copenhagen Airport,Denmark,15/10/2022,10:00,14:30,Ulaanbaatar ,Chinggis Khaan International Airport,Mongolia,22/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,208
Copenhagen,Copenhagen Airport,Denmark,02/10/2022,15:35,20:05,Ulaanbaatar ,Chinggis Khaan International Airport,Mongolia,09/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,209
"Copenhagen,Copenhagen Airport,Denmark,15/10/2022,02:10,06:40,Ulaanbaatar ,Chinggis Khaan International Airport,Mongolia,22/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,210"
Copenhagen,Copenhagen Airport,Denmark,11/10/2022,10:00,14:30,Union Island,Union Island Airport,Saint Vincent and the Grenadines,18/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,211
Copenhagen,Copenhagen Airport,Denmark,02/10/2022,15:35,20:05,Union Island,Union Island Airport,Saint Vincent and the Grenadines,09/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,212
"Copenhagen,Copenhagen Airport,Denmark,07/10/2022,02:10,06:40,Union Island,Union Island Airport,Saint Vincent and the Grenadines,14/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,213"
Copenhagen,Copenhagen Airport,Denmark,20/10/2022,10:00,14:30,Vancouver,Vancouver International Airport,Canada,27/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,214
Copenhagen,Copenhagen Airport,Denmark,15/10/2022,15:35,20:05,Vancouver,Vancouver International Airport,Canada,22/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,215
"Copenhagen,Copenhagen Airport,Denmark,28/10/2022,02:10,06:40,Vancouver,Vancouver International Airport,Canada,04/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,216"
Copenhagen,Copenhagen Airport,Denmark,18/10/2022,10:00,14:30,Venice,Venice Marco Polo Airport,Italy,25/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,217
Copenhagen,Copenhagen Airport,Denmark,31/10/2022,15:35,20:05,Venice,Venice Marco Polo Airport,Italy,07/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,218
"Copenhagen,Copenhagen Airport,Denmark,29/10/2022,02:10,06:40,Venice,Venice Marco Polo Airport,Italy,05/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,219"
Copenhagen,Copenhagen Airport,Denmark,04/10/2022,10:00,14:30,Washington D.C.,Washington Dulles International,USA,11/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,220
Copenhagen,Copenhagen Airport,Denmark,21/10/2022,15:35,20:05,Washington D.C.,Washington Dulles International,USA,28/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,221
"Copenhagen,Copenhagen Airport,Denmark,17/10/2022,02:10,06:40,Washington D.C.,Washington Dulles International,USA,24/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,222"
Copenhagen,Copenhagen Airport,Denmark,07/10/2022,10:00,14:30,Wuhan,Wuhan Tianhe International,China,14/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,223
Copenhagen,Copenhagen Airport,Denmark,05/10/2022,15:35,20:05,Wuhan,Wuhan Tianhe International,China,12/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,224
"Copenhagen,Copenhagen Airport,Denmark,11/10/2022,02:10,06:40,Wuhan,Wuhan Tianhe International,China,18/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,225"
Copenhagen,Copenhagen Airport,Denmark,21/10/2022,10:00,14:30,Xieng Khouang,Xieng Khouang Airport,Laos,28/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,226
Copenhagen,Copenhagen Airport,Denmark,29/10/2022,15:35,20:05,Xieng Khouang,Xieng Khouang Airport,Laos,05/11/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,227
"Copenhagen,Copenhagen Airport,Denmark,02/10/2022,02:10,06:40,Xieng Khouang,Xieng Khouang Airport,Laos,09/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,228"
Copenhagen,Copenhagen Airport,Denmark,27/10/2022,10:00,14:30,Yasawa,Yasawa Island Airport,Fiji,03/11/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,229
Copenhagen,Copenhagen Airport,Denmark,21/10/2022,15:35,20:05,Yasawa,Yasawa Island Airport,Fiji,28/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,230
"Copenhagen,Copenhagen Airport,Denmark,30/10/2022,02:10,06:40,Yasawa,Yasawa Island Airport,Fiji,06/11/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,231"
Copenhagen,Copenhagen Airport,Denmark,20/10/2022,10:00,14:30,Zurich,Zürich Airport,Switzerland,27/10/2022,00:15,14:15,SAS,sas.png,$349.00,Economy,232
Copenhagen,Copenhagen Airport,Denmark,15/10/2022,15:35,20:05,Zurich,Zürich Airport,Switzerland,22/10/2022,11:25,17:20,Norwegian,norwegian.png,$599.00,Business,233
"Copenhagen,Copenhagen Airport,Denmark,18/10/2022,02:10,06:40,Zurich,Zürich Airport,Switzerland,25/10/2022,23:00,04:35,Lufthansa,lufthansa.png,""$1,149.00"",First Class,234"
